Kommun,balanced_accuracy,n_test,entropy,majority_prop,hhi,n_obs,p_NN,p_NV,p_VN,p_VV
1439,0.4097322428134765,1414,0.727985441848046,0.7950271625574593,0.646646726444259,4786,0.08106978687839532,0.04910154617634768,0.07480150438779774,0.7950271625574593
1440,0.409112850361413,6613,0.7301859521729843,0.7928672542125211,0.643918571317331,21899,0.08772090049773962,0.04461390931092744,0.07479793597881182,0.7928672542125211
1441,0.4001527232732234,8629,0.5700599369791441,0.8549395438307227,0.7382425043729116,29112,0.0533800494641385,0.03424704589172849,0.05743336081341028,0.8549395438307227
1442,0.4169456072773994,2480,0.6426943056292589,0.8275695866971924,0.6954683274606984,8299,0.06952644896975539,0.03614893360645861,0.06675503072659357,0.8275695866971924
1443,0.3873174882629108,1942,0.6259025262143888,0.834552784829028,0.7060688039942378,6697,0.05987755711512618,0.038076750783933105,0.0674929072719128,0.834552784829028
1444,0.4436072698017027,1215,0.6384096100105803,0.8304286387187941,0.6995327846174361,4246,0.06735751295336788,0.04215732454074423,0.06005652378709374,0.8304286387187941
1445,0.3703593744477494,1224,0.6758581973513346,0.8155268921878802,0.6770247314583655,4109,0.07885130201995619,0.044293015332197615,0.06132879045996593,0.8155268921878802
1446,0.3579019898473223,1510,0.6293294119101542,0.833691196564513,0.7046206174105678,5123,0.05836423970329885,0.0407964083544798,0.06714815537770838,0.833691196564513
1447,0.3999473587276944,1162,0.7738564993266673,0.7741852043455768,0.6175855194542256,3866,0.09906880496637352,0.04966373512674599,0.07708225556130367,0.7741852043455768
1452,0.410407322650217,2532,0.7099596222715243,0.7997670355270822,0.654308618226926,8585,0.08689574839836925,0.0378567268491555,0.07548048922539313,0.7997670355270822
1460,0.4436368607194378,2028,0.788935535052861,0.7658996712876948,0.6067583140482695,6997,0.1087608975275118,0.04730598828069173,0.07803344290410176,0.7658996712876948
1461,0.3806681245087417,1952,0.753220324249533,0.7823682998003378,0.6292615492971134,6511,0.09814160651205651,0.04576869912455844,0.07372139456304715,0.7823682998003378
1462,0.3760467493839237,3093,0.811065149374239,0.7566902794175522,0.5940732359241537,10164,0.11078315623770169,0.05145611963793782,0.08107044470680834,0.7566902794175522
1463,0.3897690479378766,7613,0.7219901069464396,0.7966217027578754,0.649222599334565,24983,0.08389704999399591,0.04491053916663331,0.07457070808149542,0.7966217027578754
1465,0.4045096079257192,2334,0.7695588133272266,0.775573305849008,0.6196155385671418,7762,0.09456325689255346,0.04586446792063901,0.08399896933779953,0.775573305849008
1466,0.4325432319618366,2057,0.6650684329914487,0.817907444668008,0.6810998211169864,6958,0.08019545846507617,0.03506754814601897,0.0668295487208968,0.817907444668008
1470,0.4133799880594262,3484,0.7167859200068026,0.797818431675685,0.6513117429387014,11643,0.09258782100833118,0.044318474619943315,0.06527527269604054,0.797818431675685
1471,0.4206844919709278,2903,0.6571354536412759,0.8221233443708609,0.6871581967005284,9664,0.07584850993377483,0.03849337748344371,0.06353476821192053,0.8221233443708609
1472,0.3708810280178785,2435,0.6997325630240729,0.8049304677623261,0.6615808055542679,7910,0.08356510745891277,0.040455120101137804,0.07104930467762326,0.8049304677623261
1473,0.3859527024175465,2048,0.7698175028056053,0.7769538780958031,0.6211098919155296,6743,0.0947649414207326,0.05309209550645114,0.0751890849770132,0.7769538780958031
1480,0.425865647338935,123568,0.8357675894925705,0.7442317180766641,0.5779337441449351,411431,0.11706701731274503,0.05025630057044802,0.08844496404014282,0.7442317180766641
1481,0.4170618431750437,14695,0.677600584864635,0.8140481427426152,0.6750000025036651,48647,0.07429029539334389,0.038912985384504696,0.07274857647953625,0.8140481427426152
1482,0.4090227902858193,9806,0.6077970729745455,0.8409585389023381,0.7161476831646617,32633,0.05678301106242147,0.035577482916066556,0.06668096711917385,0.8409585389023381
1484,0.4018633674841907,3234,0.7099837105618165,0.8006526806526807,0.6553299319173446,10725,0.08102564102564103,0.04018648018648019,0.07813519813519813,0.8006526806526807
1485,0.4082718555997139,12094,0.7544047111283897,0.7825891743576951,0.6292836217039971,40090,0.08852581691194812,0.04579695684709404,0.08308805188326265,0.7825891743576951
1486,0.4513544941660555,2677,0.8543673102865841,0.7341332137250505,0.565510229732097,8918,0.13018614039022203,0.05359946176272707,0.08208118412200045,0.7341332137250505
1487,0.4025302294211965,8512,0.7223907172015982,0.796450716271114,0.6489677034461516,28062,0.08124866367329485,0.044508588126291784,0.07779203192929941,0.796450716271114
1488,0.4117412861454371,12672,0.7691500766734344,0.7759361864730607,0.6200597981234072,41872,0.09323653037829575,0.04628391287734047,0.08454337027130301,0.7759361864730607
1489,0.422842066461044,8868,0.6484232993514235,0.8251837863357389,0.6918783211579367,29654,0.06623052539286436,0.03601537735212788,0.0725703109192689,0.8251837863357389
1490,0.4185835110418003,23890,0.7869484584772426,0.7678282771324386,0.6089618922879435,79803,0.09776574815483127,0.04706589977820383,0.08734007493452627,0.7678282771324386
1491,0.4140863560801942,5321,0.7031494233282178,0.8034356519290341,0.6594270476916756,17755,0.08544072092368347,0.040664601520698396,0.07045902562658406,0.8034356519290341
1492,0.3784174179430347,2712,0.7798889880926707,0.7726768684852517,0.6151027827787416,9018,0.09281437125748503,0.05289421157684631,0.08161454868041694,0.7726768684852517
1493,0.4001605460309874,5438,0.7052034203386178,0.8031797030799911,0.6588859625017105,18052,0.08436738311544427,0.043042322180367826,0.06941059162419677,0.8031797030799911
1494,0.412214109114827,8856,0.6334982489758261,0.8314778358563574,0.7013659150925091,29462,0.06781616998167131,0.037302287692621006,0.06340370646935035,0.8314778358563574
1495,0.4213533875039467,4055,0.7284255098743305,0.7943676546677507,0.6458457865176964,13529,0.08455909527681277,0.047379702860521844,0.07369354719491462,0.7943676546677507
1496,0.4114940602601419,12246,0.7138236302756072,0.8000293678568806,0.6541681321761224,40861,0.08394312425050782,0.044908347813318324,0.07111916007929321,0.8000293678568806
1497,0.3947039805096957,1981,0.6358112818466839,0.8297872340425532,0.6989993832662255,6721,0.07439369141496802,0.0351138223478649,0.060705252194613896,0.8297872340425532
1498,0.408514531693013,2897,0.6834225516395375,0.8118336886993603,0.6716815480926165,9380,0.07867803837953091,0.040191897654584224,0.06929637526652452,0.8118336886993603
1499,0.3936735690378913,6959,0.6971293141070853,0.8054225111187137,0.6624613365817998,23384,0.08441669517618884,0.0383167978104687,0.07184399589462881,0.8054225111187137
1715,0.3942177492441377,2567,0.6649486594096561,0.8199101278949188,0.683563743430289,8679,0.06786496140108307,0.04182509505703422,0.07039981564696393,0.8199101278949188
1730,0.4153051387667245,1612,0.9447551865711166,0.6793287848054582,0.5035900831342753,5423,0.17776138668633598,0.0593767287479255,0.08353309976028028,0.6793287848054582
1737,0.3844101381187811,2590,0.8073120057393225,0.7573520796719391,0.5953940509614603,8535,0.11657879320445226,0.05131810193321617,0.0747510251903925,0.7573520796719391
1760,0.3597344354632173,923,0.7725644328612801,0.7754691689008043,0.6191133767941983,2984,0.0938337801608579,0.05093833780160858,0.07975871313672922,0.7754691689008043
1761,0.4230526018580995,3369,0.5451622691183621,0.8635196173943849,0.7521603374394851,11291,0.04950845806394474,0.03206093348684793,0.054910991054822424,0.8635196173943849
1762,0.3784277355651284,782,0.7972687189039658,0.7637648809523809,0.6033160497271824,2688,0.10453869047619048,0.052083333333333336,0.07961309523809523,0.7637648809523809
1763,0.3797358314643784,2468,0.6594963564834262,0.8215979569500182,0.6862396251137036,8223,0.06712878511492155,0.03952328833758969,0.07174996959747051,0.8215979569500182
1764,0.3751350728765287,1940,0.7424792039949857,0.7856386999244143,0.6342933471364527,6615,0.10052910052910052,0.04142101284958428,0.07241118669690098,0.7856386999244143
1765,0.3712374713899844,1952,0.8644418711225984,0.728597176329228,0.558704958681191,6658,0.13322319014719136,0.05241814358666266,0.085761489936918,0.728597176329228
1766,0.4223665562712598,2975,0.6916148742610361,0.8086513994910941,0.6669443298435082,9825,0.08162849872773537,0.04173027989821883,0.06798982188295165,0.8086513994910941
1780,0.4134836342626228,20823,0.6915966755117547,0.8082197719620225,0.6664187461759605,69199,0.07112819549415454,0.03956704576655732,0.08108498677726557,0.8082197719620225
1781,0.3806906688114057,5350,0.733142966110612,0.7914210319465499,0.6418898852804193,17811,0.08612655100780417,0.04351243613497277,0.07893998091067318,0.7914210319465499
1782,0.4079035664981666,2287,0.8504551570530625,0.7370301746956062,0.5687353730227747,7556,0.12228692429857067,0.05201164637374272,0.08867125463208046,0.7370301746956062
1783,0.3895476076679487,2589,0.7982306156984709,0.7618446713318803,0.6012576723089407,8717,0.11185040725020076,0.04967305265573018,0.07663186876218883,0.7618446713318803
1784,0.3889067057551217,5714,0.7684341389863248,0.7766505550539119,0.6209641058084826,18827,0.09640410049397143,0.04886599033303235,0.07807935411908429,0.7766505550539119
1785,0.4073720265671433,3373,0.7459645041207787,0.7861240588024382,0.6343506529068959,11156,0.09394048045894586,0.04688060236643959,0.0730548583721764,0.7861240588024382
1814,0.3713258912648248,1648,0.5802581750532881,0.8512440444679725,0.7323382310304731,5667,0.056820187047820714,0.03440974060349391,0.0575260278807129,0.8512440444679725
1860,0.3814382067154654,1258,0.7507328683576919,0.7857317970090708,0.6332755367589639,4079,0.08874724197107134,0.054179946065212065,0.07134101495464575,0.7857317970090708
1861,0.3680543772269662,3406,0.7151309842073545,0.7988353626257279,0.6526070353224636,11334,0.08320098817716605,0.04182106934886183,0.07614257984824423,0.7988353626257279
1862,0.4023537994276883,2144,0.7390926367786905,0.7892677473448854,0.6387372165344329,7156,0.09069312465064282,0.04653437674678591,0.07350475125768585,0.7892677473448854
1863,0.3890033811148251,1516,0.8147637321434378,0.7534440842787682,0.5902151263892573,4936,0.1136547811993517,0.04659643435980551,0.08630470016207456,0.7534440842787682
1864,0.3994790776247066,1060,0.8486778326040856,0.736396955173386,0.5684726324791204,3547,0.1274316323653792,0.049619396673245,0.08655201578798985,0.736396955173386
1880,0.4167191797327356,32876,0.7340425512613774,0.7913137518630267,0.6416508862315288,110036,0.08268203133519939,0.044312770366062015,0.08169144643571195,0.7913137518630267
1881,0.3818302668808084,4690,0.684576658395877,0.8123654862062218,0.672184752989173,15333,0.07317550381530033,0.044153133763777476,0.07030587621470032,0.8123654862062218
1882,0.3831833600572565,2457,0.6762048109422222,0.8147527242246437,0.6760143552548012,8351,0.07532032091965034,0.039516225601724346,0.07041072925398156,0.8147527242246437
1883,0.3946423118400705,6313,0.7446402321763251,0.7869646539734305,0.6354171350000365,20851,0.08762169680111266,0.04594503860726104,0.07946861061819577,0.7869646539734305
1884,0.3947678233218507,2276,0.7219849899224168,0.7963683527885862,0.6489692669247241,7710,0.08923476005188068,0.04578469520103761,0.06861219195849547,0.7963683527885862
1885,0.411317990232425,5144,0.7470705572401036,0.7847625755708164,0.632631007338819,17037,0.08839584433879204,0.041967482538005516,0.08487409755238598,0.7847625755708164
1904,0.4188336087541648,999,0.780668414735896,0.7709599027946537,0.6132051410761977,3292,0.1011543134872418,0.04951397326852977,0.07837181044957472,0.7709599027946537
1907,0.3830941407199755,2225,0.8148644549533428,0.7544123683130387,0.5912144030600723,7309,0.11314817348474483,0.050348884936379804,0.08209057326583664,0.7544123683130387
1960,0.4184577426676287,1801,0.7145256182849391,0.7968412302576892,0.6503614336284532,6015,0.09027431421446384,0.03541147132169576,0.07747298420615129,0.7968412302576892
1961,0.3826828548753682,3481,0.7954260657628616,0.7637504297009281,0.6035461803974601,11636,0.10510484702646958,0.048470264695771745,0.08267445857683052,0.7637504297009281
1962,0.381050275464747,1245,0.7701783439589478,0.7761551352645439,0.6201536636352761,4177,0.08834091453196073,0.04836006703375628,0.08714388316973905,0.7761551352645439
1980,0.4150588129080429,32650,0.7899058848830662,0.7671215265661445,0.6078059236516699,108898,0.09641132068541204,0.04921118845157854,0.08725596429686495,0.7671215265661445
1981,0.3964518174292397,4831,0.7134922806512769,0.8003028467595397,0.6545081904364992,16510,0.07843731072077528,0.04451847365233192,0.07674136886735312,0.8003028467595397
1982,0.3875227799481284,2855,0.8481153732501845,0.7370382199510274,0.5690906682491947,9393,0.12349622058980092,0.048653252422016395,0.09081230703715533,0.7370382199510274
1983,0.381344813679042,5635,0.805795542978665,0.759633320897511,0.5977519272260312,18763,0.09993071470447157,0.04945904173106646,0.09097692266695091,0.759633320897511
1984,0.39017599271839,3108,0.7574424097677347,0.7804642166344294,0.6265541978906727,10340,0.09381044487427466,0.043810444874274664,0.08191489361702127,0.7804642166344294
2021,0.3935676392572944,1460,0.7339573015192687,0.7909638554216868,0.6412905437009081,4980,0.08995983935742972,0.04397590361445783,0.0751004016064257,0.7909638554216868
2023,0.4253254626602245,2226,0.7125842888287843,0.8014240506329114,0.655946681276594,7584,0.08214662447257384,0.049841772151898736,0.06658755274261603,0.8014240506329114
2026,0.3889268640808151,2164,0.6432484048079659,0.8280672958555602,0.6960410693056882,7311,0.06510737245246888,0.03925591574340036,0.06756941594857065,0.8280672958555602
2029,0.4142421545044308,3462,0.6396626030520366,0.8289293067947838,0.697498194054311,11656,0.06786204529855869,0.036719286204529855,0.06648936170212766,0.8289293067947838
2031,0.4415166497346371,2482,0.6991369835603616,0.8059163059163059,0.6628055041354705,8316,0.07900432900432901,0.042688792688792686,0.0723905723905724,0.8059163059163059
2034,0.3750045671904533,1520,0.7569029790509497,0.7822032251797163,0.6285460803834149,5147,0.09014960170973382,0.04915484748397125,0.0784923256265786,0.7822032251797163
2039,0.3708274965258205,1563,0.7260354199633274,0.7941791896518927,0.6459139293029912,5257,0.08560015217804831,0.04222940840783717,0.0779912497622218,0.7941791896518927
2061,0.3690888158630094,2510,0.7053199676321729,0.8033128834355828,0.6590061801347435,8150,0.07975460122699386,0.04269938650306748,0.07423312883435583,0.8033128834355828
2062,0.4231473952145922,4552,0.7375065170386959,0.7906483873104179,0.6404722802613552,15099,0.08484005563282336,0.048148884032055105,0.07636267302470362,0.7906483873104179
2080,0.4177884173418225,12798,0.6727991561662628,0.8165418415377838,0.6785701337702938,43127,0.07197347369397361,0.04099520022259837,0.07048948454564426,0.8165418415377838
2081,0.4195404025308569,10971,0.7626186001294122,0.7784485610320874,0.6236536825444106,36276,0.08540081596647922,0.044519792700407984,0.09163083030102546,0.7784485610320874
2082,0.3732679723004236,2486,0.6639502371372825,0.8203703703703704,0.6842396890717879,8100,0.06987654320987655,0.04209876543209876,0.06765432098765432,0.8203703703703704
2083,0.3879539690910215,3274,0.8103695948703273,0.757358934879087,0.5947631474721423,11041,0.10225523050448329,0.0494520423874649,0.09093379222896476,0.757358934879087
2084,0.3933525237852515,5167,0.7838553963443105,0.7684267112650819,0.6100243385383672,16742,0.10010751403655477,0.044737785210846974,0.08672798948751642,0.7684267112650819
2085,0.4097186756919849,5624,0.7642853713125775,0.7779982836301222,0.622938910802023,18644,0.08871486805406566,0.045376528641922334,0.08791031967388972,0.7779982836301222
2101,0.358631993006993,1321,0.7621338089612338,0.7791201276498746,0.6244568871215278,4387,0.09095053567358104,0.04604513334852975,0.08388420332801459,0.7791201276498746
2104,0.3708571459913246,2122,0.8257428552657069,0.749640701350963,0.5847264013597455,6958,0.10908306984765738,0.049583213567116986,0.09169301523426272,0.749640701350963
2121,0.3827083638303069,2625,0.7578292197392383,0.7812102279301169,0.6273363318561598,8643,0.09279185468008794,0.047205831308573414,0.0787920860812218,0.7812102279301169
2132,0.3937945759799315,2106,0.8224439562514414,0.7525194356464152,0.588132223829602,6946,0.10768787791534697,0.054419809962568386,0.08537287647566945,0.7525194356464152
2161,0.3863757831948558,4131,0.8365193149111998,0.7465916468296906,0.5801276023866636,13863,0.11050999062252038,0.05907812161869725,0.08382024092909182,0.7465916468296906
2180,0.4047754292621754,22008,0.7471547372523945,0.7852081970787007,0.6331210029746581,73392,0.08413723566601264,0.04347885328101155,0.08717571397427512,0.7852081970787007
2181,0.4152746399105137,8415,0.7854386310042317,0.7685267618674548,0.6098959913972227,28081,0.09372885580997828,0.04661514903315409,0.09112923328941278,0.7685267618674548
2182,0.384573124985272,5525,0.7894649415183205,0.7654534638472771,0.6060866406378803,18491,0.09253150181169217,0.04342653182629387,0.0985885025147369,0.7654534638472771
2183,0.4006404169474878,5758,0.7782917935592345,0.7722182266515977,0.6148246066830148,19466,0.09483201479502723,0.048135210109935274,0.08481454844343984,0.7722182266515977
2184,0.390647990413238,8246,0.776309101840521,0.7735415374512021,0.6165336308195104,27409,0.09595388376080849,0.05034842569958772,0.08015615308840161,0.7735415374512021
2260,0.373516677585793,2105,0.7654186801675618,0.7775867010604758,0.6223849249506351,6978,0.09687589567211236,0.04729148753224419,0.07824591573516768,0.7775867010604758
2262,0.3826069759263133,3652,0.7308215988293878,0.793520942408377,0.6445677763981594,12224,0.07886125654450261,0.047529450261780105,0.08008835078534031,0.793520942408377
2280,0.3960184841644902,5319,0.7519534555970417,0.7822299651567944,0.6291864334410788,17794,0.08800719343598966,0.04102506462852647,0.08873777677868945,0.7822299651567944
2281,0.4139228379383406,21305,0.7389951627344771,0.7892458961286346,0.6386934737607035,71396,0.07999047565689954,0.044932489215082076,0.08583113899938372,0.7892458961286346
2282,0.3773713635586125,4050,0.7751727070461008,0.7719520369404931,0.6149409414281373,13427,0.09644745661726373,0.04267520667312132,0.08892529976912192,0.7719520369404931
2283,0.3991067345687069,4121,0.7599346670928444,0.7789661319073083,0.6245774918102064,14025,0.09461675579322638,0.042638146167557935,0.08377896613190731,0.7789661319073083
2284,0.4083683331436635,12093,0.6982410878702705,0.8058657138603543,0.6628463475037695,40302,0.07389211453525879,0.04091608356905364,0.07932608803533324,0.8058657138603543
2303,0.3791708683473389,1154,0.7858724519379772,0.7680746307333506,0.6094164330214564,3859,0.10287639284788805,0.04768074630733351,0.08136823011142783,0.7680746307333506
2305,0.3690380826603737,1357,0.8201753529083207,0.7537505357908273,0.5896979526865237,4666,0.10587226746678097,0.05443634804972139,0.08594084869267038,0.7537505357908273
2309,0.3929526986730749,3046,0.7095009931377614,0.8019725391607039,0.6569485835443122,10342,0.0710694256430091,0.04505898278862889,0.08189905240765809,0.8019725391607039
2313,0.3632460968063081,2585,0.8120560242573345,0.7572826846888837,0.5945138027427944,8582,0.10755068748543463,0.05464926590538336,0.0805173619202983,0.7572826846888837
2321,0.3801143505251243,2553,0.7084124609201939,0.80212997700593,0.6572484720331623,8263,0.07696962362338133,0.04308362580176691,0.0778167735689217,0.80212997700593
2326,0.4136990583458784,1539,0.7803361845676033,0.7711798839458414,0.6134381138019147,5170,0.09613152804642167,0.047969052224371374,0.08471953578336557,0.7711798839458414
2361,0.4237543603883566,2318,0.822072134341409,0.75238968181223,0.5880337568719196,7637,0.10632447296058661,0.05250752913447689,0.08877831609270656,0.75238968181223
2380,0.4045276978969316,14079,0.7218058292878627,0.7967721110393803,0.6494089492428412,46470,0.07820098988594792,0.0447385409941898,0.08028835808048203,0.7967721110393803
2401,0.3240232126537296,1620,0.7583932125424027,0.7799809342230696,0.6259049564658701,5245,0.09494756911344138,0.0438512869399428,0.08122020972354624,0.7799809342230696
2403,0.410347891102608,560,0.7655741298167784,0.7736812251843449,0.6180265616187538,1763,0.09699376063528077,0.035734543391945546,0.09359047078842882,0.7736812251843449
2404,0.3550372440203093,1134,0.7778724195253774,0.7701178882624296,0.6127492873189136,3902,0.10866222450025628,0.04459251665812404,0.07662737057919015,0.7701178882624296
2409,0.3460105130402355,1532,0.7503475434557697,0.7842424242424243,0.63164354657688,4950,0.08868686868686869,0.04525252525252525,0.08181818181818182,0.7842424242424243
2417,0.3902777777777778,891,0.8240957258643677,0.7528619528619529,0.588225011053294,2970,0.10505050505050505,0.058922558922558925,0.08316498316498316,0.7528619528619529
2418,0.3714134768357899,693,0.8171014284689778,0.753125,0.5895117187500001,2240,0.10982142857142857,0.04776785714285714,0.08928571428571429,0.753125
2421,0.3610845180054886,1310,0.8213721243135482,0.7512539899680802,0.5869977828139071,4386,0.11012311901504789,0.04833561331509348,0.09028727770177838,0.7512539899680802
2422,0.3034074134820403,549,0.8702387348729841,0.7248648648648649,0.5545577794010227,1850,0.14162162162162162,0.05783783783783784,0.07567567567567568,0.7248648648648649
2425,0.3411708362762227,553,0.8251911412987609,0.7503941145559643,0.5855254128986811,1903,0.09826589595375723,0.049921177088807146,0.10141881240147137,0.7503941145559643
2460,0.4429346822975769,1800,0.7471887004295943,0.7852359693877551,0.6331500363618023,6272,0.08801020408163265,0.04368622448979592,0.08306760204081633,0.7852359693877551
2462,0.3830031139591732,1391,0.8205029106289856,0.752319309600863,0.5881567129702361,4635,0.10334412081984898,0.04897518878101403,0.095361380798274,0.752319309600863
2463,0.401278047229157,593,0.8483052451419977,0.7353084021369597,0.5672031552918859,2059,0.11121903836813987,0.04225352112676056,0.11121903836813987,0.7353084021369597
2480,0.426452984502744,28114,0.6701808645327445,0.817575319763736,0.6801222094613658,94132,0.07042238558619811,0.04081502570857944,0.07118726894148643,0.817575319763736
2481,0.4016177110462786,2636,0.7869718477020885,0.7682134306236461,0.6093979755036112,8771,0.10044464713259606,0.04936723292669023,0.08197468931706761,0.7682134306236461
2482,0.3950847286187278,16002,0.7020573438812024,0.8035617513501392,0.6596706813164271,53513,0.07818660886139817,0.03845794479846019,0.07979369499000243,0.8035617513501392
2505,0.3388080877261405,1378,0.7911010701031086,0.7685046127440464,0.6091001665782813,4661,0.09182578845741257,0.05728384466852607,0.08238575413001502,0.7685046127440464
2506,0.3871372168651383,631,0.8233823161603621,0.7508305647840532,0.5863085711762879,2107,0.1115329852871381,0.05078310393925012,0.08685334598955861,0.7508305647840532
2510,0.4116781499960402,1104,0.8519815685928855,0.738218469081994,0.5695449495152246,3671,0.11277581040588396,0.05502587850721874,0.0939798420049033,0.738218469081994
2513,0.3514453647925033,759,0.7940951744612739,0.7606425702811245,0.6003880582571248,2490,0.10642570281124498,0.03775100401606426,0.09518072289156626,0.7606425702811245
2514,0.4240669586014769,3648,0.7495916071667335,0.7824364476724992,0.6297176839358852,12116,0.09351271046550017,0.03887421591284252,0.08517662594915813,0.7824364476724992
2518,0.3985093732964274,979,0.933931570888446,0.6888418506198972,0.5123483380819146,3307,0.15724221348654369,0.051708497127305714,0.1022074387662534,0.6888418506198972
2521,0.3804895850880775,1350,0.8796500805953074,0.7235294117647059,0.5513864376241273,4420,0.1251131221719457,0.05588235294117647,0.09547511312217194,0.7235294117647059
2523,0.3659136255117561,4021,0.8590990588639442,0.7359271523178808,0.5662908728629779,13288,0.11619506321493077,0.062387116195063215,0.08549066827212523,0.7359271523178808
2560,0.3716129197273335,1854,0.7748184901385596,0.7728569032041603,0.615980133238133,5961,0.09696359671196109,0.045126656601241405,0.08505284348263714,0.7728569032041603
2580,0.4199061324010373,17629,0.6931244238856342,0.8080993150684932,0.6660899494511165,58400,0.0747945205479452,0.04102739726027397,0.07607876712328768,0.8080993150684932
2581,0.3983426282434735,9458,0.6502288037120064,0.825088395502182,0.6915757371565205,31393,0.06393144968623579,0.03876660402000446,0.07221355079157774,0.825088395502182
2582,0.4122641695131677,6391,0.7071009870288291,0.8014383692131835,0.6565876875875549,20996,0.08220613450180987,0.03872166126881311,0.07763383501619356,0.8014383692131835
2583,0.3617089458758754,2071,1.084735223345686,0.5647631315299843,0.4059664957938099,6987,0.26935737798769144,0.06426220123085731,0.10161728925146701,0.5647631315299843
2584,0.3765270755924524,4973,0.792044104463705,0.7644035381305283,0.6046339777667527,16732,0.09998804685632322,0.04404733444896008,0.09156108056418838,0.7644035381305283
